protein_id,protein_name,source,nsnp_exp,nsnp_used,ivw_b,ivw_se,ivw_pval,wm_b,wm_se,wm_pval,egg_b,egg_se,egg_pval,het_q,het_q_df,het_q_pval,egg_int,egg_int_se,egg_int_pval,bonf_thresh,bonf_sig,fdr_q,or,or_lci95,or_uci95,z
prot-a-3141,Ubiquitin-conjugating enzyme E2 J2,prot-a,19,13,-0.0277122072874579,0.0234795550097073,0.237892966227645,-0.0342805776646985,0.0309121015014691,0.267443340879923,0.0338358435367913,0.0613718975491017,0.592433461714311,11.5735799270982,11,0.396533404574714,-0.0105219535395187,0.00970561019542521,0.301505527446357,1.15048320294524e-05,FALSE,0.976535069110844,0.972668253359697,0.928920485705485,1.01847633425296,-1.18026969744532
prot-a-1776,"Low-density lipoprotein receptor-related protein 1, soluble",prot-a,27,24,-0.020963613253556,0.0177619700243017,0.237899720555436,0.011167324501316,0.0228992168884626,0.625781643104313,-0.0388766624624298,0.0463338564605606,0.41088838330511,25.1417013261271,21,0.241079054823312,0.00343223869123304,0.00817207791280907,0.678754509906431,1.15048320294524e-05,FALSE,0.976535069110844,0.979254595809885,0.945749944170309,1.01394620145185,-1.1802527098556
prot-a-2234,Protein disulfide-isomerase-like protein of the testis,prot-a,27,26,-0.0181390548735441,0.0153689599580523,0.237904940412371,-0.0175253712359062,0.0213677880978592,0.41211513434088,-0.0157293407205237,0.0316138894145937,0.623332612715648,28.0262424509592,24,0.258934589246364,-0.000663466175204174,0.0075576416181335,0.930773996727162,1.15048320294524e-05,FALSE,0.976535069110844,0.982024467575366,0.95288389254006,1.01205620376896,-1.18023958179684
prot-c-2834_54_1,"",prot-c,5,5,-0.0275194330144374,0.0233174170163683,0.237916970860665,-0.0535426016689953,0.0302760852155824,0.0769809660060334,0.0626497806553594,0.101441761805433,0.580555998590922,2.50004411751871,3,0.475283110372244,-0.0217112458776938,0.0237714630098147,0.428412825124123,1.15048320294524e-05,FALSE,0.976535069110844,0.9728557768494,0.929394880846128,1.01834901617663,-1.18020932572074
prot-a-61,Alpha-2-HS-glycoprotein,prot-a,26,25,0.013027526623031,0.0110385802841107,0.237928093488456,0.0204372604780871,0.0145344448318226,0.15968671908962,0.0249218266560397,0.019205929225982,0.207862838953698,15.4490403716692,22,0.842257852043502,-0.00403191429339039,0.00532765667960399,0.457204828909431,1.15048320294524e-05,FALSE,0.976535069110844,1.01311275454887,0.99142885279879,1.03527091281648,1.18018135373652
prot-a-2158,Ubiquitin thioesterase OTUB2,prot-a,26,25,0.025841011354009,0.0219080738253505,0.238191175474616,0.0205913309946637,0.024990448178086,0.409957709034711,-0.0636080511823942,0.0390119992857772,0.117236289616755,36.9031090230057,22,0.0242414364907502,0.0222684178173177,0.00841072582131025,0.0147041691026745,1.15048320294524e-05,FALSE,0.976535069110844,1.02617778488664,0.983046541719702,1.07120141468857,1.17952000527347
prot-a-1205,ADP-ribosylation factor-binding protein GGA1,prot-a,25,24,0.016358786047188,0.0138722379729069,0.238300093112365,0.00385315702150639,0.0210390671206083,0.854685848823564,-0.00270216874247997,0.0277896830505014,0.923419085100622,22.2102966711119,22,0.447397990159933,0.00453073232570269,0.00571456476370268,0.436338642538646,1.15048320294524e-05,FALSE,0.976535069110844,1.0164933236102,0.989227641557442,1.04451051864802,1.17924635369848
prot-a-1759,Leiomodin-1,prot-a,28,27,-0.0222424556100477,0.0188619503597558,0.238309180493353,-0.000900039463149876,0.0226862666130215,0.968353574300897,-0.0511355434926123,0.036889662437834,0.177933511038219,42.0534141218616,25,0.0177366956613699,0.00711765385006276,0.00780086885461764,0.370263971509614,1.15048320294524e-05,FALSE,0.976535069110844,0.978003083968714,0.942507051193852,1.01483594318022,-1.17922352597771
prot-a-867,Desmocollin-3,prot-a,26,24,0.0247626149369896,0.0210189467656938,0.238753067622548,0.0133349457421589,0.0241804656062637,0.581307434575082,0.030210115513957,0.0459943719538251,0.518107905708796,44.4812344857141,22,0.00308630079903954,-0.00118392339051515,0.00883876434751063,0.894662508908848,1.15048320294524e-05,FALSE,0.976535069110844,1.02507175491676,0.983699789232121,1.06818372254442,1.17810921798451
prot-c-4549_78_2,"",prot-c,5,5,0.0221845979566143,0.0188364629925163,0.238897268105034,0.0131757513735919,0.0240400302863143,0.583640069508929,0.0667268708711074,0.0655690493595501,0.383764947627914,3.20741794870248,3,0.360737586386325,-0.0126229969931804,0.0177431499660107,0.528147348141144,1.15048320294524e-05,FALSE,0.976535069110844,1.02243250600248,0.985373157442455,1.06088563650727,1.17774754025892
prot-c-3603_60_4,"",prot-c,4,4,0.0264799289345718,0.0224871181535955,0.238972098400247,0.0336714911278986,0.0280989949212957,0.230793799413144,-0.0303033373299557,0.106083155960176,0.80200900853302,1.3135366802788,2,0.51852432401381,0.0147238203906198,0.0268821049688427,0.6388448913466,1.15048320294524e-05,FALSE,0.976535069110844,1.02683363740973,0.98255906239706,1.07310324566526,1.17755991469
prot-a-115,Amyloid beta A4 precursor protein-binding family B member 1,prot-a,24,21,-0.0229391860080612,0.0194832507079466,0.2390439448907,-0.0361840208732305,0.0269626962466866,0.179595003435522,-0.0114722810841349,0.0606088289574692,0.851877605825776,24.164500574049,19,0.189917827187336,-0.00213969600633342,0.0106780370217983,0.843310421015732,1.15048320294524e-05,FALSE,0.976535069110844,0.977321916813249,0.940704367312043,1.01536482902995,-1.17737980955637
prot-c-2835_1_4,"",prot-c,4,4,0.0252254776340291,0.0214426028066223,0.239427626663926,0.0238117645134847,0.0243837880606195,0.328796527099288,-0.029989229584198,0.130426689174468,0.839520979590891,0.140812081071173,2,0.932015307070914,0.0137632628945492,0.0320688332851392,0.709602684019469,1.15048320294524e-05,FALSE,0.976535069110844,1.02554633221749,0.983338342888034,1.06956602183925,1.17641864010271
prot-c-3091_70_2,"",prot-c,4,4,0.0353623950749197,0.0300854999196785,0.239836073015471,0.049418782590297,0.0249015239057593,0.0471924880429189,0.174508214008734,0.0620479797165841,0.10658876045673,1.50226046135391,2,0.471832971164273,-0.044466907877756,0.0188161767880882,0.141911260675285,1.15048320294524e-05,FALSE,0.976535069110844,1.03599508029386,0.976671238328515,1.09892230289275,1.17539662526231
prot-a-1945,"Ribosome-recycling factor, mitochondrial",prot-a,30,27,0.0172562758184641,0.0146827302878944,0.239883896401968,0.0277615059681886,0.0220107565037415,0.207211600494368,0.0592616738296228,0.0297709713307595,0.0575651431035462,22.5238299975122,25,0.605346841084243,-0.00890186247646845,0.0054884416117345,0.117363950833247,1.15048320294524e-05,FALSE,0.976535069110844,1.01740602547975,0.988544247066422,1.04711045939954,1.17527704181092
prot-a-152,Rho GDP-dissociation inhibitor 1,prot-a,24,21,-0.0214474838730289,0.0182655293534404,0.240312748877527,-0.00623207172990823,0.025437804163533,0.806462223550319,0.0443503834971336,0.0361994284579918,0.237216612710249,16.5489901103102,17,0.485303584853774,-0.0135414463159205,0.00657768526628278,0.0551857692100486,1.15048320294524e-05,FALSE,0.976535069110844,0.978780877900321,0.944359913304312,1.01445645187463,-1.17420543681036
prot-a-1595,Intersectin-1,prot-a,25,23,-0.0192198560020815,0.0163764564026055,0.240544348947063,-0.00651804602175612,0.0234117042326717,0.780697858828177,0.0417289989241391,0.0553480880943033,0.459671786303803,16.0153810547954,20,0.71566958431925,-0.0101465802006921,0.00880161435481437,0.262581566879312,1.15048320294524e-05,FALSE,0.976535069110844,0.980963667782628,0.949976804927713,1.01296127707326,-1.17362728111459
prot-a-135,Apolipoprotein L1,prot-a,33,29,-0.0120545736238818,0.0102779466986187,0.240852691583392,-0.00766570466686574,0.0112494038661179,0.495598130316591,-0.00288027379337724,0.0152491444556787,0.851598694876999,40.7432946584398,27,0.0435849505754681,-0.00385299070397576,0.00470748616039064,0.420247705065841,1.15048320294524e-05,FALSE,0.976535069110844,0.988017791679255,0.968313530355204,1.00812301602009,-1.17285815711634
prot-a-1656,Kallikrein-11,prot-a,28,26,-0.0136200915398964,0.0116178324452979,0.241059132514332,0.00641171841528207,0.0120092776114128,0.593412732877577,0.00618697798235605,0.0156484481738204,0.696210708577887,28.5899666483491,23,0.19429093514641,-0.00805991861710298,0.00448324272970692,0.0853524309506905,1.15048320294524e-05,FALSE,0.976535069110844,0.986472242233372,0.964263151265093,1.00919285717827,-1.172343602305
prot-a-1227,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,prot-a,20,20,0.0218591384590981,0.0186492512140307,0.241149352096051,0.0176296787584452,0.0251256173819314,0.482890278890787,0.0437899452823601,0.0440334242259465,0.333175403582995,22.9581241782851,18,0.192204457290047,-0.0052913528794337,0.00958422988484474,0.58767713185706,1.15048320294524e-05,FALSE,0.976535069110844,1.02209979977697,0.985414027221413,1.06015133928005,1.17211882709009
prot-c-2950_57_2,"",prot-c,2,2,-0.0513070626009621,0.0437808431022995,0.241234523807296,,,,,,,1.67990769027602,1,0.194936718754874,,,,1.15048320294524e-05,FALSE,0.976535069110844,0.949986920287301,0.871867762500576,1.03510553725325,-1.17190668258893
prot-a-2938,Transcobalamin-1,prot-a,27,24,-0.0188351792923495,0.0160763619445316,0.241354848798833,0.0260781458535081,0.0212404981298544,0.219538633464314,0.0398599754286236,0.0307157518537381,0.207831217543212,24.4376999320917,22,0.324711438931069,-0.0146209445391057,0.00669076853647165,0.039806034610141,1.15048320294524e-05,FALSE,0.976535069110844,0.981341094247649,0.950901450820718,1.01275515189086,-1.17160706864754
prot-c-3538_26_1,"",prot-c,3,3,0.0367951937190137,0.0314392103340928,0.241856131839194,0.0240558577639001,0.0305648254600369,0.43125619991757,0.21845771724558,0.247702811415798,0.53988676834228,2.47026662889778,1,0.116018242338427,-0.065307245918695,0.0881177788128537,0.593961438411635,1.15048320294524e-05,FALSE,0.976535069110844,1.0374805165516,0.975479963809544,1.10342176380604,1.17035998449086
prot-a-2477,Ras-related protein Rab-39B,prot-a,23,21,0.0191525872436331,0.0163647021411814,0.241856262130222,0.0216337815244652,0.0234117087426812,0.355456012961508,0.00888839550075822,0.0368694765830307,0.812077589381999,19.3391573965909,19,0.43528114902487,0.00217381174386055,0.00698179158259206,0.758921594257382,1.15048320294524e-05,FALSE,0.976535069110844,1.01933717460127,0.987160904572049,1.05256222234059,1.17035966059144
prot-a-2845,FACT complex subunit SSRP1,prot-a,25,22,-0.021677555872096,0.0185243509386425,0.241912665273294,-0.0480814456295547,0.0245250731750463,0.0499371891075876,0.0187026931932735,0.0494300216277102,0.709144272949767,17.8921648783164,20,0.594511803494829,-0.00678612829603276,0.00770159829168107,0.388712656195803,1.15048320294524e-05,FALSE,0.976535069110844,0.978555713730072,0.943663834563535,1.01473771675977,-1.17021945567203
prot-a-1037,Protein FAM177A1,prot-a,38,32,-0.0131300910747481,0.0112242656075069,0.242083430083284,-0.00670252108458839,0.0153465538911705,0.662296743706406,-0.0116988384797828,0.0183012971683704,0.527687189803452,34.061057415931,29,0.2370320749756,-0.00048320913437166,0.00482979831491955,0.920995082465721,1.15048320294524e-05,FALSE,0.976535069110844,0.986955732536486,0.965480232022518,1.00890891980884,-1.16979511478832
prot-c-3889_64_2,"",prot-c,7,6,-0.0360614426799232,0.030841546467134,0.242303385558291,-0.0566900188149687,0.0297589758420169,0.0567836974125611,-0.121519151861698,0.0692760287295901,0.177683790227891,5.93096093680702,3,0.115017865603606,0.0286558846636124,0.0212341109420228,0.269975457062846,1.15048320294524e-05,FALSE,0.976535069110844,0.964581025219149,0.908000024175807,1.02468780775349,-1.16924884808716
prot-c-2578_67_2,"",prot-c,5,5,-0.0279689348211344,0.0239243431526894,0.242380431400663,-0.0493641920638933,0.0281553189423441,0.0795537467468804,0.0384004657987769,0.0914242612005786,0.702735715295119,4.6640240443329,3,0.198118089542548,-0.0180468226387443,0.0238870949347575,0.504851446854769,1.15048320294524e-05,FALSE,0.976535069110844,0.972418574688993,0.927872778803542,1.01910294816439,-1.16905758467983
prot-a-2791,U1 small nuclear ribonucleoprotein A,prot-a,29,29,0.0145072679060052,0.0124156933853439,0.242620394317696,0.00171360757615676,0.0165211853484752,0.917390102351248,0.0172474684379759,0.0236499805181233,0.472349272486246,33.6645952679268,26,0.143678928697547,-0.000954858040697555,0.00696367020532006,0.891992311803053,1.15048320294524e-05,FALSE,0.976535069110844,1.01461300903658,0.990220640860403,1.03960624089979,1.1684621596028
prot-a-3058,Tumor necrosis factor ligand superfamily member 15,prot-a,29,29,-0.023684316071094,0.0202754734417548,0.242755777407921,-0.0179262941948237,0.0237825043183756,0.450993504697046,-0.00421219441003824,0.0400687292645815,0.917054319307524,51.9324489472172,27,0.00270165782596625,-0.00424616267489654,0.0075039861578067,0.576165900527931,1.15048320294524e-05,FALSE,0.976535069110844,0.976593956118152,0.938545217023159,1.01618519579858,-1.16812641337978
prot-a-1839,MANSC domain-containing protein 4,prot-a,29,28,-0.0123404317388901,0.010566867951246,0.242870520760652,-0.0204071817019595,0.0147087116363765,0.165313294721699,-0.012655327403758,0.0173547588159485,0.472389422749897,31.380932727056,26,0.214387080543808,0.000103444854850685,0.00447101185096329,0.981717818395441,1.15048320294524e-05,FALSE,0.976535069110844,0.987735399139753,0.967488739482865,1.00840576112054,-1.16784195618106
prot-a-314,Uncharacterized protein C3orf18,prot-a,31,28,0.0163297822805333,0.0139853217998652,0.242953129736966,0.0114485701232855,0.0197354631763273,0.561846229292466,0.0172260328922422,0.0314924257936205,0.58905029501151,21.2549620698766,26,0.728686292530847,-0.000234401718455275,0.00737968722507362,0.974903556075275,1.15048320294524e-05,FALSE,0.976535069110844,1.01646384190258,0.988979724632022,1.04471175309462,1.16763722095338
prot-c-4420_7_2,"",prot-c,2,2,0.0326329484070426,0.0279484438280018,0.242963162983237,,,,,,,0.205084663623598,1,0.650647580624446,,,,1.15048320294524e-05,FALSE,0.976535069110844,1.03317124248447,0.978097420939391,1.09134611077055,1.16761235823611
prot-c-2879_9_2,"",prot-c,6,6,-0.0281537295080148,0.0241819015871412,0.244323540703881,-0.025441761334457,0.0239070086172934,0.287239570254509,-0.00872654046246299,0.133212737152617,0.950912647415978,9.3101407550616,4,0.0537980626409822,-0.00541369371818371,0.0363535652792083,0.88882466057517,1.15048320294524e-05,FALSE,0.976535069110844,0.972238893505542,0.927233129761058,1.01942913352165,-1.16424795653728
prot-a-1637,Kinesin-like protein KIF23,prot-a,23,22,-0.0215644019003324,0.0185418905371903,0.244825493611018,-0.00297679042158365,0.027544868139175,0.913939689486332,0.00766842194206104,0.0394269291993806,0.848092046019408,13.7639696749653,17,0.683733507553511,-0.00657540327969632,0.0078264802788946,0.412485866431727,1.15048320294524e-05,FALSE,0.976535069110844,0.978666447460535,0.943738175892305,1.01488743366711,-1.16300988063109
prot-a-339,Cell adhesion molecule 4,prot-a,19,19,-0.022014228000058,0.0189314465626137,0.24489475311836,-0.0318830949677434,0.0261095498172632,0.22203766674136,-0.0226770182458856,0.044331670467287,0.615559421297421,20.0859571266272,17,0.269856343007323,0.000122774263588122,0.00737663572437313,0.986914665871082,1.15048320294524e-05,FALSE,0.976535069110844,0.978226316748104,0.942593780019662,1.01520585756316,-1.16283919072155
prot-a-291,Uncharacterized protein C19orf18,prot-a,12,11,0.0286404312489062,0.0246416818905859,0.24512344153892,0.0208994961745463,0.0328436532687543,0.524559484500379,0.00242481730267676,0.0522508184380346,0.963999083860119,11.2945663856556,9,0.256057066917242,0.00578857776565357,0.0100687920221648,0.579442613167433,1.15048320294524e-05,FALSE,0.976535069110844,1.02905451209837,0.980534679024619,1.0799752538313,1.16227582906376
prot-a-898,Ephrin-A3,prot-a,27,22,0.0216708612285317,0.0186516592218258,0.245287012961782,-0.010230211993004,0.0232118681312788,0.659407060714916,-0.0291196694193767,0.0388680784244188,0.462462749503719,27.4750316357496,20,0.122420493144219,0.0122157832058505,0.00826680659417853,0.155066172201177,1.15048320294524e-05,FALSE,0.976535069110844,1.02190737977203,0.985223863694553,1.05995675837212,1.16187310580782
